Sr_no,Oracle soluions coupled wih nex-gen ech fech s z resuls.,Senimen(polariy=0.0 sueciviy=0.0),2017-09-30,20,,,,,
762, IsgZuu: You know when he energy is jus correc you can feel i in your nes,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,11,,,,,
763, lindsaysss3: oysrusuk LAS CHANCE O ENER! Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply:\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.30833333333333335 sueciviy=0.2888888888888889),2017-10-19,1,,,,,
764,"xcied o have Domingoisl a our nd Elks Memorial Day ournamen! \n\n""g yne!!"" hps://.co/sq5XuECnj",Senimen(polariy=0.234375 sueciviy=0.425),2017-10-19,1,,,,,
765,o ime o ge a massage oday ween my afernoon haircu and cigar a nickyaines   #1sWorldProems,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
766,oysrusuk LAS CHANCE O ENER! Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. &amp;Cs\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/1YFc9ua9P,Senimen(polariy=0.30833333333333335 sueciviy=0.2888888888888889),2017-10-19,1,,,,,
767, Fsoneriennial: Wan o win some amazing goodies? ? ag a ? of you wih a riennial insallaion wih #riennialGiveaway! &amp;Cs - hps\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.7750000000000001 sueciviy=0.65),2017-10-19,6,,,,,
768,Cueracker_Ron have you hough of 2 down wih 3 o play sas? Inspiraion from his hps://.co/IWJn2hHL2 and knowing whod  he 1% ?,Senimen(polariy=-0.15555555555555559 sueciviy=0.2888888888888889),2017-10-19,0,,,,,
769,LifeSciences &amp; #Healhcare indusries remain early #AI adopers wih ongoing and expanding use cases. Know more\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/3fZC4z0o3w,Senimen(polariy=0.1 sueciviy=0.3),2017-10-19,2,,,,,
770,INFY - INFOSYS : MID-ERM ARGE OF 1050 Rs. {LLISH} - hps://.co/hhRXjmLPhW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
771,NFOSYS : MID-ERM ARGE OF 1050 Rs. \\u2026 $INFY hps://.co/AAa6o4pWYG V_radingIdeas,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
772,NFOSYS : MID-ERM ARGE OF 1050 Rs. \\u2026 $INFY hps://.co/3sEKPvk,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
773,now how echnology can enae nework of eams o make he #workplace no jus producive  also purposeful\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/CE0lOqI297,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,2,,,,,
774,here are more han one million domain names ha are regisered online per monh. #echFac hps://.co/CElOGsVo,Senimen(polariy=0.5 sueciviy=0.5),2017-10-19,0,,,,,
775,ow can ravel companies mee growing cusomer demands of personalizaion? Answers here hps://.co/QKZJDy2fj5,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,3,,,,,
776,appy Diwali from our eam in India! We hope you all enjoy his special day! #HappyDiwali hps://.co/jCXjFMJ,Senimen(polariy=0.6154761904761904 sueciviy=0.6904761904761904),2017-10-19,0,,,,,
777,afa Is he Only op 100 Player Who Does his... hps://.co/eh465U4CW,Senimen(polariy=0.25 sueciviy=0.75),2017-10-19,0,,,,,
778,xperience Finacle\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s plaform agnosic #omnichannel liquidiy managemen soluion a SIS| Ask for a demo a\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/kOuseyZiK,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,1,,,,,
779, Rafaholics: Rafa Is he Only op 100 Player Who Does his... hps://.co/iyvrILl42,Senimen(polariy=0.25 sueciviy=0.75),2017-10-19,2,,,,,
780, puepppy: Rafa Is he Only op 100 Player Who Does his... hps://.co/06AY3fncs,Senimen(polariy=0.25 sueciviy=0.75),2017-10-19,2,,,,,
781, ragikomikkk: Niney-nine players ou of he op 100 have a losing record holding serve in 2017 when falling hind 15/40.\n hps://.c\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.04999999999999999 sueciviy=0.6),2017-10-19,1,,,,,
782,afa Nadal Is he Only op 100 Player Who Does his... hps://.co/AkKN3jixF,Senimen(polariy=0.25 sueciviy=0.75),2017-10-19,0,,,,,
783,Amazing day so far a 2020GroupUK can wai for he evening ????,Senimen(polariy=0.35000000000000003 sueciviy=0.95),2017-10-19,1,,,,,
784,ha is Linux? hps://.co/NH3IJs0Nm hps://.co/Saf16ZJAF,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,1,,,,,
785,ha is Linux? hps://.co/989Kwd5,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,2,,,,,
786,No wonder hes on op his season hps://.co/ANwP3kJQR,Senimen(polariy=0.5 sueciviy=0.5),2017-10-19,0,,,,,
787,iney-nine players ou of he op 100 have a losing record holding serve in 2017 when falling hind 15/40.\n hps://.co/Xu6EC4GNWH,Senimen(polariy=0.04999999999999999 sueciviy=0.6),2017-10-19,1,,,,,
788, ainGameennis: One ou of 100.\n\nRafael #Nadal is he only op 100 player in 2017 o achieve his performance nchmark. My analysis h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.25 sueciviy=0.75),2017-10-19,21,,,,,
789,aa is planing some shi hps://.co/MUv9jzrOr,Senimen(polariy=-0.2 sueciviy=0.8),2017-10-19,0,,,,,
790,"aa jumped over niggas and he\s like 5\6"" ? ...go he hea of a gian don\ you ever forge!!",Senimen(polariy=0.0 sueciviy=1.0),2017-10-19,0,,,,,
791, SineQhayiya_SQ: aa who cus our lawn hps://.co/aEscieH4N,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,1,,,,,
792, snowrryae: 21_ aa we all know has srawrry juice and no coffee hps://.co/7dyD4CHhPZ,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,246,,,,,
793,ne person followed me // auomaically checked  hps://.co/96jenl,Senimen(polariy=0.0 sueciviy=0.0),2017-10-19,0,,,,,
794,he firs live 360 video rial  aa_comm and F1 used #VR o immerse fans across he glo in he #SingaporeGP\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/yqgkYLxwv,Senimen(polariy=0.19318181818181818 sueciviy=0.41666666666666663),2017-10-19,0,,,,,
795, auocarindiamag: he #aa #Nexon is availae in eigh varians wih wo engine opions. We ell you which varian you should go for h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4 sueciviy=0.4),2017-10-19,4,,,,,
